ඔවුහු ගෙවත්තේ ගසක් සිටුවති.,ඔවුහු ගෙවත්තේ ගසක් සිටුවමු,ගෙවත්තේ ගසක්  ඔවුහු සිටුවති.
මෙම කාර්යයෙන් පසු මට විවේකයක් අවශ්යයි.,මෙම කාර්යයෙන් පසු මට විවේකයක් අවශ්ය වෙමි,විවේකයක් අවශ්යයි මෙම කාර්යයෙන් පසු මට.
අපි වනාන්තරය හරහා ඇවිද ගියෙමු.,අපි වනාන්තරය හරහා ඇවිද ගියෙමි,වනාන්තරය අපි  හරහා ඇවිද ගියෙමු.
ඔහු සෙමෙන් දොර වැසුවේය.,ඔහු සෙමෙන් දොර වැසුවේහු,සෙමෙන්  ඔහු දොර වැසුවේය.
උදෑසන වෙරළ තීරය හිස් විය.,උදෑසන වෙරළ තීරය හිස් වියහ,වෙරළ තීරය උදෑසන හිස් විය.
මම දුරකථන ඇමතුමක් ගත්තෙමි.,මම දුරකථන ඇමතුමක් ගත්තෙමු,දුරකථන ඇමතුමක් මම ගත්තෙමි.
ඔවුහු වැඩට ගියහ.,ඔවුහු වැඩට ගියාය.,ගියහ ඔවුහු වැඩට..
ඇය කෝපි කෝප්පයක් හැදුවාය.,ඇය කෝපි කෝප්පයක් හැදුවා,කෝපි කෝප්පයක් ඇය හැදුවාය.
දිය දහරාව දිගේ සෙමෙන් ගලා යයි,දිය දහරාව දිගේ සෙමෙන් ගලා යනවා,දිගේ සෙමෙන් දිය දහරාව ගලා යයි
මම ඊයේ අලුත් වට්ටෝරුවක් උයන්න උත්සාහ කලෙමි.,මම ඊයේ අලුත් වට්ටෝරුවක් උයන්න උත්සාහ කලා,ඊයේ අලුත් වට්ටෝරුවක් උයන්න මම උත්සාහ කලෙමි.
මම අද අලුත් වට්ටෝරුවක් උයන්න උත්සාහ කරමි.,මම අද අලුත් වට්ටෝරුවක් උයන්න උත්සාහ කරනවා,උයන්න උත්සාහ කරමි මම අද අලුත් වට්ටෝරුවක්.
මම හෙට  අලුත් වට්ටෝරුවක් උයන්න උත්සාහ කරන්නෙමි.,මම හෙට  අලුත් වට්ටෝරුවක් උයන්න උත්සාහ කරන්නෙමු,හෙට  අලුත් වට්ටෝරුවක් උයන්න මම  උත්සාහ කරන්නෙමි.
ඇය ඇගේ දිනපොතේ ලිව්වාය,ඇය ඇගේ දිනපොතේ ලිව්වා, ඇගේ දිනපොතේ ඇය ලිව්වාය
අපි එකට කන්ද නැග්ගෙමු.,අපි එකට කන්ද නැග්ගා,එකට කන්ද අපි  නැග්ගෙමු.
පහන් දැල්වී නිවී යයි,පහන් දැල්වී නිවී යති,නිවී යයි පහන් දැල්වී.
ඔවුහු ඊයේ සිල්ලර බඩු සඳහා සාප්පු සවාරි ගියහ.,ඔවුහු ඊයේ සිල්ලර බඩු සඳහා සාප්පු සවාරි ගියහ.,සාප්පු සවාරි ගියහ ඔවුහු ඊයේ සිල්ලර බඩු සඳහා.
පුටුව ඉතා සුවපහසු විය.,පුටුව ඉතා සුවපහසු වුනා,විය පුටුව ඉතා සුවපහසු.
ඔහු ගැඹුරු හුස්මක් ගත්තේය.,ඔහු ගැඹුරු හුස්මක් ගත්තා,ගැඹුරු හුස්මක් ඔහු  ගත්තේය.
මම නින්දට පෙර කියවීමි.,මම නින්දට පෙර කියවීමු,මම නින්දට පෙර කියවීමි.
අහස ඉක්මනින් වලාකුළින් වැසී ගියේය.,අහස ඉක්මනින් වලාකුළින් වැසී ගියාය,වැසී ගියේය අහස ඉක්මනින් වලාකුළින්.
අපි වනාන්තරයේ රහස් මාර්ගයක් සොයාගත්තෙමු.,අපි වනාන්තරයේ රහස් මාර්ගයක් සොයාගත්තා,සොයාගත්තෙමු අපි වනාන්තරයේ රහස් මාර්ගයක්.
දුම්රිය නියමිත වේලාවට පැමිණෙයි.,දුම්රිය නියමිත වේලාවට පැමිණෙමු, පැමිණෙයි දුම්රිය නියමිත වේලාවට.
ඇය සංගීතය ප්‍රතික්ෂේප කළාය.,ඇය සංගීතය ප්‍රතික්ෂේප කළාහ,සංගීතය  ඇය ප්‍රතික්ෂේප කළාය.
ඔවුහු පැරිසියේදී ඔවුන්ගේ සංවත්සරය සැමරූහ.,ඔවුහු පැරිසියේදී ඔවුන්ගේ සංවත්සරය සැමරූවාය,පැරිසියේදී ඔවුන්ගේ සංවත්සරය ඔවුහු  සැමරූහ.
දෙමාපියෝ පැරිසියේදී ඔවුන්ගේ සංවත්සරය සැමරූහ.,දෙමාපියෝ පැරිසියේදී ඔවුන්ගේ සංවත්සරය සැමරූයා,සංවත්සරය සැමරූහ දෙමාපියෝ පැරිසියේදී ඔවුන්ගේ.
වසන්තයේ දී මල් පුදුම සුවඳක් විය.,වසන්තයේ දී මල් පුදුම සුවඳක් වූහ,සුවඳක් විය වසන්තයේ දී මල් පුදුම.
අපි උද්‍යානයේ විනෝද චාරිකාවක් භුක්ති වින්දෙමු.,අපි උද්‍යානයේ විනෝද චාරිකාවක් භුක්ති වින්දෙමු.,භුක්ති වින්දෙමු අපි උද්‍යානයේ විනෝද චාරිකාවක්.
කෝපි කඩේ ජනාකීර්ණ විය.,කෝපි කඩේ ජනාකීර්ණ විමු.,ජනාකීර්ණ විය කෝපි කඩේ.
ජනේලයෙන් පිටත සුළඟ හමයි.,ජනේලයෙන් පිටත සුළඟ හමාවි, පිටත සුළඟ ජනේලයෙන් හමයි.
ඔවුහු දවස පුරාම සංගීතයට සවන් දුන්නහ.,ඔවුහු දවස පුරාම සංගීතයට සවන් දුන්නාහු,සවන් දුන්නහ ඔවුහු දවස පුරාම සංගීතයට .
මම අද උදේ මගේ බල්ලා ඇවිද්දමි.,මම අද උදේ මගේ බල්ලා ඇවිද්දමු,ඇවිද්දමි මම අද උදේ මගේ බල්ලා .
ඇය ඇගේ ප්‍රියතම ජැකට් ඇඳ සිටියාය.,ඇය ඇගේ ප්‍රියතම ජැකට් ඇඳ සිටියා,ඇඳ සිටියාය ඇය ඇගේ ප්‍රියතම ජැකට්.
ඔවුහු කැමතිම ගීතවලට නැටූහ.,ඔවුහු කැමතිම ගීතවලට නටනවා,ගීතවලට නැටූහ ඔවුහු කැමතිම.
ඔවුහු කැමතිම ගීතවලට නැටති.,ඔවුහු කැමතිම ගීතවලට නටති.,කැමතිම ගීතවලට ඔවුහු නැටති.
ඔවුහු කැමතිම ගීතවලට නැටුවෝය.,ඔවුහු කැමතිම ගීතවලට නැටූහ,නැටුවෝය ඔවුහු කැමතිම ගීතවලට.
ඔහු මට චෙස් ක්‍රීඩා කරන ආකාරය ඉගැන්නුවේය.,ඔහු මට චෙස් ක්‍රීඩා කරන ආකාරය ඉගැන්නුවා,චෙස් ක්‍රීඩා කරන ආකාරය ඔහු මට ඉගැන්නුවේය.
ඔහු මට චෙස් ක්‍රීඩා කරන ආකාරය උගන්නයි,ඔහු මට චෙස් ක්‍රීඩා කරන ආකාරය උගන්නනවා,උගන්නයි ඔහු මට චෙස් ක්‍රීඩා කරන ආකාරය.
කුරුල්ලෝ ගස්වල නාද කළහ.,කුරුල්ලෝ ගස්වල නාද කලා,ගස්වල නාද කුරුල්ලෝ කළහ.
අපි පැරණි කෞතුකාගාරය ගවේෂණය කලෙමු.,අපි පැරණි කෞතුකාගාරය ගවේෂණය කලෙමි,පැරණි කෞතුකාගාරය අපි ගවේෂණය කලෙමු.
නිවාඩුව සඳහා සවස අලංකාර කර ඇත.,නිවාඩුව සඳහා සවස අලංකාර කර ඇත්තාය,අලංකාර කර ඇත නිවාඩුව සඳහා සවස.
මම ගිය මාසේ කලාගාරයට ගියෙමි.,මම ගිය මාසේ කලාගාරයට ගියෙමු,ගියෙමි මම ගිය මාසේ කලාගාරයට.
මම ඊයේ කලාගාරයට ගියෙමි.,මම ඊයේ කලාගාරයට ගියෙහ,ඊයේ කලාගාරයට මම ගියෙමි.
ඇය උදේ ආහාරය සඳහා පෑන්කේක් සෑදුවාය.,ඇය උදේ ආහාරය සඳහා පෑන්කේක් සෑදුවාහ,පෑන්කේක් සෑදුවාය ඇය උදේ ආහාරය සඳහා.
ඔහු භූ දර්ශනයේ පින්තූරයක් ගත්තේය.,ඔහු භූ දර්ශනයේ පින්තූරයක් ගත්තා,පින්තූරයක් ගත්තේය ඔහු භූ දර්ශනයේ.
අපිට  ලස්සන තැනක වාඩි වෙමු.,අපිට  ලස්සන තැනක වාඩි වෙමි, වාඩි වෙමු අපිට  ලස්සන තැනක.
ළමයි පෙරේදා එළියේ ටැග් සෙල්ලම් කලෝය.,ළමයි පෙරේදා එළියේ ටැග් සෙල්ලම් කලාය,සෙල්ලම් කලෝය ළමයි පෙරේදා එළියේ ටැග්.
ළමයි ඊයේ එළියේ ටැග් සෙල්ලම් කලෝය.,ළමයි ඊයේ එළියේ ටැග් සෙල්ලම් කරනවා,ඊයේ එළියේ ටැග් සෙල්ලම් ළමයි කලෝය.
ළමයි එළියේ ටැග් සෙල්ලම් කරති.,ළමයි එළියේ ටැග් සෙල්ලම් කරනවා,එළියේ ටැග් සෙල්ලම් ළමයි කරති.
මම අද මගේ ගිටාර් එක පුරුදු වෙමි.,මම අද මගේ ගිටාර් එක පුරුදු වෙමු,අද මගේ ගිටාර් එක මම පුරුදු වෙමි.
ඇය  චිත්‍ර අදිමින් දවස ගත කලාය.,ඇය  චිත්‍ර අදිමින් දවස ගත කලහ,චිත්‍ර අදිමින් දවස ඇය ගත කලාය.
ඔවුහු ඊයේ වැට සවි කළහ,ඔවුහු ඊයේ වැට සවි කලා,ඊයේ වැට ඔවුහු සවි කළහ
ගහෙන් කොළ වැටෙයි.,ගහෙන් කොළ වැටෙති,කොළ වැටෙයි ගහෙන්.
අපි ඉස්තෝප්පුවේ ලෙමනේඩ් බිව්වෙමු.,අපි ඉස්තෝප්පුවේ ලෙමනේඩ් බිව්වෙමි,බිව්වෙමු අපි ඉස්තෝප්පුවේ ලෙමනේඩ්.
හිරු මගේ මුහුණ උණුසුම් කරයි.,හිරු මගේ මුහුණ උණුසුම් කරති,උණුසුම් කරයි හිරු මගේ මුහුණ.
ඔවුහු කැෆේහිදී හමු වූහ.,ඔවුහු කැෆේහිදී හමු වූවාය,කැෆේහිදී ඔවුහු හමු වූහ.
මම පැයකට අඩු කාලයකින් ප්‍රහේලිකාව විසදමි.,මම පැයකට අඩු කාලයකින් ප්‍රහේලිකාව විසදමු,පැයකට අඩු කාලයකින් මම  ප්‍රහේලිකාව විසදමි.
ඇය සාදය සඳහා කුකීස් පිළිස්සුවාය.,ඇය සාදය සඳහා කුකීස් පිළිස්සුවා,පිළිස්සුවාය ඇය සාදය සඳහා කුකීස්.
උද්යානය පවුල්වලින් පිරී තිබුණි.,උද්යානය පවුල්වලින් පිරී තිබුනා,පිරී තිබුණි උද්යානය පවුල්වලින්.
කේක් එක රසයි.,කේක් එක රස වෙ,රසයි කේක් එක.
ඔවුහු ගිනි උදුන වටා රැස් වූහ.,ඔවුහු ගිනි උදුන වටා රැස් වුනා,රැස් වූහ ඔවුහු ගිනි උදුන වටා.
ඇය මා වැළඳගෙන ආචාර කළාය.,ඇය මා වැළඳගෙන ආචාර කළා, වැළඳගෙන ආචාර ඇය මා කළාය.
මම කොනේ කඩේට ගියෙමි.,මම කොනේ කඩේට ගියා,කඩේට ගියෙමි මම කොනේ.
ඊයේ රාත්‍රියේ හිරු බැස යෑම සිත් ඇදගන්නා සුළු විය.,ඊයේ රාත්‍රියේ හිරු බැස යෑම සිත් ඇදගන්නා සුළු වුනා,ඇදගන්නා සුළු විය ඊයේ රාත්‍රියේ හිරු බැස යෑම සිත්.
ඔවුහු  උන්ගේ බල්ලට නාන්න දුන්නහ.,ඔවුහු  උන්ගේ බල්ලට නාන්න දුන්නහි,උන්ගේ බල්ලට නාන්න ඔවුහු  දුන්නහ.
සිහින් සුළඟක් මට දැනුනි.,සිහින් සුළඟක් මට දැනුනා,දැනුනි සිහින් සුළඟක් මට.
ඇය නව සපත්තු මිලදී ගත්තාය.,ඇය නව සපත්තු මිලදී ගත්තා,මිලදී ගත්තාය ඇය නව සපත්තු.
අපි ප්‍රමාද වී කතා කරමින් සිටියෙමු.,අපි ප්‍රමාද වී කතා කරමින් සිටියෙහි, සිටියෙමු අපි ප්‍රමාද වී කතා කරමින්.
ළමයි ගසෙන් ඇපල් නෙළා ගත්හ.,ළමයි ගසෙන් ඇපල් නෙළා ගත්තෙමි,ගසෙන් ඇපල් ළමයි නෙළා ගත්හ.
ඔවුහු එක්ව ගිනිකෙළි දෙස බලා සිටියහ.,ඔවුහු එක්ව ගිනිකෙළි දෙස බලා සිටියා,එක්ව ගිනිකෙළි දෙස ඔවුහු  බලා සිටියහ.
සාගර රළ වෙරළට කඩා වැටුණි.,සාගර රළ වෙරළට කඩා වැටුනා,කඩා වැටුණි සාගර රළ වෙරළට.
මම සති අන්තයේ ඇවිදින්න ගියෙමි.,මම සති අන්තයේ ඇවිදින්න ගියා,ඇවිදින්න ගියෙමි මම සති අන්තයේ .
හිම පියලි සෙමෙන් පතිත විය.,හිම පියලි සෙමෙන් පතිත වුනා,පතිත විය හිම පියලි සෙමෙන්.
කාමරය සිනහවෙන් පිරී යයි.,කාමරය සිනහවෙන් පිරී යන්නෙමු,පිරී යයි කාමරය සිනහවෙන්.
ඔවුහු  සුහද ටෙනිස් තරගයකට ක්‍රීඩා කළහ.,ඔවුහු  සුහද ටෙනිස් තරගයකට ක්‍රීඩා කලා,ක්‍රීඩා කළහ ඔවුහු  සුහද ටෙනිස් තරගයකට.
මම උද්‍යානයේ ඇවිදින්න ගියෙමි.,මම උද්‍යානයේ ඇවිදින්න ගියා, ගියෙමි මම උද්‍යානයේ ඇවිදින්න.
පීසා එක පුදුම සුවඳක්.,පීසා එක පුදුම සුවඳක් වෙ,එක පුදුම පීසා සුවඳක්.
අයිස්ක්‍රීම් ඉක්මනින් දිය විය.,අයිස්ක්‍රීම් ඉක්මනින් දිය වූවේය, දිය විය අයිස්ක්‍රීම් ඉක්මනින්.
ඇය ජනේලයෙන් එපිට බැලුවාය.,ඇය ජනේලයෙන් එපිට බැලුවා,ජනේලයෙන් ඇය එපිට බැලුවාය.
අපි කන්දේ සිට දර්ශනය භුක්ති වින්දෙමු.,අපි කන්දේ සිට දර්ශනය භුක්ති වින්දෙමි, භුක්ති වින්දෙමු අපි කන්දේ සිට දර්ශනය.
හාවා වත්ත හරහා පනියි,හාවා වත්ත හරහා පැන්නා,හාවා හරහා පනියි වත්ත 
ඉටිපන්දම් කාමරය ආලෝකවත් කරයි.,ඉටිපන්දම් කාමරය ආලෝකවත් කරනවා,ආලෝකවත් කරයි ඉටිපන්දම් කාමරය.
ඔවුහු නව නගරයකට ගමන් කළහ.,ඔවුහු නව නගරයකට ගමන් කලා,ගමන් කළහ ඔවුහු නව නගරයකට.
මම අද අලුත් ව්‍යායාමයක් උත්සාහ කලෙමි.,මම අද අලුත් ව්‍යායාමයක් උත්සාහ කලෙමු,උත්සාහ කලෙමි මම අද අලුත් ව්‍යායාමයක්.
ඇය තටාකයට පැන්නාය.,ඇය තටාකයට පැන්නාහ, තටාකයට  ඇය පැන්නාය.
අපි වෙරළේ වැලි මාලිගා හැදුවෙමු.,අපි වෙරළේ වැලි මාලිගා හැදුවෙමි,හැදුවෙමු අපි වෙරළේ වැලි මාලිගා .
බල්ලා පොල්ල පසුපස ලුහුබැඳ යයි.,බල්ලා පොල්ල පසුපස ලුහුබැඳ යනවා,පොල්ල පසුපස බල්ලා ලුහුබැඳ යයි.
සාදය අති සාර්ථක විය.,සාදය අති සාර්ථක වුනා,සාර්ථක විය සාදය අති.
අපි කැරොසල් එකේ ගමනක් ගියෙමු.,අපි කැරොසල් එකේ ගමනක් ගියා,අපි කැරොසල් එකේ ගමනක් ගියෙමු.
ඔහු තම පැරණි ඡායාරූප දෙස බැලුවේය.,ඔහු තම පැරණි ඡායාරූප දෙස බැලුවා,දෙස බැලුවේය ඔහු තම පැරණි ඡායාරූප.
මම අලුත් යාළුවෝ ටිකක් හම්බ වුණෙමි.,මම අලුත් යාළුවෝ ටිකක් හම්බ වුණෙමු,හම්බ වුණෙමි මම අලුත් යාළුවෝ ටිකක්.
ඇය විනෝද චාරිකා කූඩයක් පැක් කළාය.,ඇය විනෝද චාරිකා කූඩයක් පැක් කළා,විනෝද චාරිකා කූඩයක් ඇය පැක් කළාය.
ඔවුහු  මාර්ග ගමනක් ගියහ,ඔවුහු  මාර්ග ගමනක් ගියා,ගමනක් ගියහ ඔවුහු  මාර්ග.
වනාන්තරය නැවුම් හා මිහිරි සුවඳක් විය.,වනාන්තරය නැවුම් හා මිහිරි සුවඳක් වුනා,නැවුම් හා මිහිරි  වනාන්තරය සුවඳක් විය.
වලාකුළු කඩා වැටුණි.,වලාකුළු කඩා වැටුනා,වැටුණි වලාකුළු කඩා.
හිරු බැබළුණි.,හිරු බැබළුනා,බැබළුණි හිරු.
ඇය වාසනාවන්ත සතයක් සොයා ගත්තාය.,ඇය වාසනාවන්ත සතයක් සොයා ගත්තා,සොයා ගත්තාය ඇය වාසනාවන්ත සතයක්.
ඔවුහු  මිදුලේ සැඟවී සෙල්ලම් කළහ.,ඔවුහු  මිදුලේ සැඟවී සෙල්ලම් කලා,සෙල්ලම් කළහ ඔවුහු  මිදුලේ සැඟවී .
ඔවුහු  මිදුලේ සැඟවී සෙල්ලම් කරති.,ඔවුහු  මිදුලේ සැඟවී සෙල්ලම් කරා,සෙල්ලම් කරති ඔවුහු  මිදුලේ සැඟවී.
අපි දවස  සත්තු වත්තේ ගත කලෙමු.,අපි දවස  සත්තු වත්තේ ගත කලා,සත්තු වත්තේ අපි දවස ගත කලෙමු.
ඔහු රසවත් උදෑසන ආහාරය ගත්තේය.,ඔහු රසවත් උදෑසන ආහාරය ගත්තා,ආහාරය ගත්තේය ඔහු රසවත් උදෑසන.
මම තරුවක් ගැන ප්‍රාර්ථනාවක් කලෙමි.,මම තරුවක් ගැන ප්‍රාර්ථනාවක් කලෙමු,තරුවක් ගැන ප්‍රාර්ථනාවක් මම කලෙමි.
සුළඟ ගස් අතරින් හමා යයි.,සුළඟ ගස් අතරින් හමා යනවා,සුළඟ ගස් අතරින්.
ඇපල් ගෙඩිය ගසෙන් වැටුණි.,ඇපල් ගෙඩිය ගසෙන් වැටුනා,ගසෙන් වැටුණි ඇපල් ගෙඩිය ගසෙන් වැටුණි.
ඇය වෙරළ තීරයේ ලස්සන කවචයක් සොයා ගත්තාය.,ඇය වෙරළ තීරයේ ලස්සන කවචයක් සොයා ගත්තා,සොයා ගත්තාය ඇය වෙරළ තීරයේ ලස්සන කවචයක් .
මම වැඩ සඳහා මගේ දිවා ආහාරය සූදානම් කලෙමි.,මම වැඩ සඳහා මගේ දිවා ආහාරය සූදානම් කලෙමු,වැඩ සඳහා මගේ දිවා ආහාරය මම  සූදානම් කලෙමි.
ඔවුහු මට ප්‍රහේලිකාව විසඳීමට උදව් කලෝය.,ඔවුහු මට ප්‍රහේලිකාව විසඳීමට උදව් කලා,උදව් කලෝය ඔවුහු මට ප්‍රහේලිකාව විසඳීමට.
ඔවුහු මට ප්‍රහේලිකාව විසඳීමට උදව් කලහ.,ඔවුහු මට ප්‍රහේලිකාව විසඳීමට උදව් කලහු,විසඳීමට උදව් කලහ ඔවුහු මට ප්‍රහේලිකාව.
නිශ්ශබ්දතාවයෙන් ඔරලෝසුව හයියෙන් නාද විය.,නිශ්ශබ්දතාවයෙන් ඔරලෝසුව හයියෙන් නාද වුනා,ඔරලෝසුව  නිශ්ශබ්දතාවයෙන් හයියෙන් නාද විය.
ඇය වැව හරහා ගල් පැන ගියාය.,ඇය වැව හරහා ගල් පැන ගියා,ගල් පැන ගියාය. ඇය වැව හරහා.
මම අලුත් පොත් සමාජයකට සම්බන්ධ වුනෙමි.,මම අලුත් පොත් සමාජයකට සම්බන්ධ වුනෙමු,සම්බන්ධ වුනෙමි මම අලුත් පොත් සමාජයකට .
ඔවුහු එකට රාත්‍රී ආහාරය පිසූහ.,ඔවුහු එකට රාත්‍රී ආහාරය පිසුවා, රාත්‍රී ආහාරය පිසූහ ඔවුහු එකට.
අපි නත්තල් ගස අලංකාර කලෙමු.,අපි නත්තල් ගස අලංකාර කලෙමි,නත්තල් ගස අලංකාර අපි  කලෙමු.
දරුවා ඔහුගේ පළමු පියවර තබයි,දරුවා ඔහුගේ පළමු පියවර තබනවා,පළමු පියවර තබයි දරුවා ඔහුගේ .
මම ස්ට්‍රෝබෙරි ස්මූති එකක් හැදුවෙමි.,මම ස්ට්‍රෝබෙරි ස්මූති එකක් හැදුවෙමු,ස්ට්‍රෝබෙරි ස්මූති එකක් මම හැදුවෙමි.
අපි උද්‍යානයේ විවේකීව ඇවිද ගියෙමු.,අපි උද්‍යානයේ විවේකීව ඇවිද ගියෙි,උද්‍යානයේ විවේකීව අපි  ඇවිද ගියෙමු.
කේක් එක ලස්සනට සරසා තිබුණි.,කේක් එක ලස්සනට සරසා තිබුනා,සරසා තිබුණි කේක් එක ලස්සනට.
මම අද මගේ ප්‍රියතම ස්ෙවටරය ඇන්දෙමි.,මම අද මගේ ප්‍රියතම ස්ෙවටරය ඇන්දා,අද ප්‍රියතම ස්ෙවටරය මගේ මම ඇන්දෙමි.
අපි කාර්යබහුල වීදිය හරහා ගමන් කළෙමු.,අපි කාර්යබහුල වීදිය හරහා ගමන් කලා,ගමන් කළෙමු අපි කාර්යබහුල වීදිය හරහා.
බල්ලා කලබලයෙන් වලිගය සොලවයි.,බල්ලා කලබලයෙන් වලිගය සොලවනවා, සොලවයි බල්ලා කලබලයෙන් වලිගය.
ඔවුහු සාමකාමී වාතාවරණයක් භුක්ති වින්දහ.,ඔවුහු සාමකාමී වාතාවරණයක් භුක්ති වින්දා,සාමකාමී වාතාවරණයක් ඔවුහු භුක්ති වින්දහ.
මම ගමන සඳහා මගේ ගමන් මල්ල පැක් කලෙමි.,මම ගමන සඳහා මගේ ගමන් මල්ල පැක් කලෙමු, ගමන සඳහා මගේ ගමන් මල්ල පැක් කලෙමි මම.
පූස් පැටියා සමනලයෙකු පසුපස හඹා යයි.,පූස් පැටියා සමනලයෙකු පසුපස හඹා යනවා,පසුපස හඹා යයි පූස් පැටියා සමනලයෙකු.
ඔහු පහසුවෙන් පන්දුව අල්ලා ගත්තේය.,ඔහු පහසුවෙන් පන්දුව අල්ලා ගත්තා,පහසුවෙන් පන්දුව අල්ලා ඔහු ගත්තේය.
උත්සවය ශක්තියෙන් පිරී යයි.,උත්සවය ශක්තියෙන් පිරී යනවා,පිරී යයි උත්සවය ශක්තියෙන්.
ඇය මිතුරන් සමඟ ඇගේ සාර්ථකත්වය සැමරුවාය.,ඇය මිතුරන් සමඟ ඇගේ සාර්ථකත්වය සැමරුවා,සාර්ථකත්වය සැමරුවාය ඇය මිතුරන් සමඟ ඇගේ.
මම වැඩකටයුතු කලෙමි.,මම වැඩකටයුතු කලෙමු, කලෙමි මම වැඩකටයුතු.
ළමයි ජල බැලූන් සමඟ සෙල්ලම් කළහ.,ළමයි ජල බැලූන් සමඟ සෙල්ලම් කරනවා,ජල බැලූන් සමඟ සෙල්ලම්  ළමයි කළහ.
අපි පැරණි අතහැර දැමූ නිවසක් ගවේෂණය කළෙමු.,අපි පැරණි අතහැර දැමූ නිවසක් ගවේෂණය කළෙමි,ගවේෂණය කළෙමු අපි පැරණි අතහැර දැමූ නිවසක් 
මීදුමෙන් වැව වැසී ගියේය.,මීදුමෙන් වැව වැසී ගියා,වැසී ගියේය මීදුමෙන් වැව.
ඔවුහු නත්තල් දා තෑගි හුවමාරු කර ගත්හ.,ඔවුහු නත්තල් දා තෑගි හුවමාරු කර ගත්තා,හුවමාරු කර ගත්හ ඔවුහු නත්තල් දා තෑගි.
මම අලුත්ම ප්‍රවණතා ගැන කියෙව්වෙමි,මම අලුත්ම ප්‍රවණතා ගැන කියෙව්වා, අලුත්ම ප්‍රවණතා මම ගැන කියෙව්වෙමි
ගෙවත්තේ මල් පිපෙයි.,ගෙවත්තේ මල් පිපෙනවා,පිපෙයි ගෙවත්තේ මල්.
ඇයම අභිරහස විසඳුවාය.,ඇයම අභිරහස විසඳුවා,අභිරහස  ඇයම විසඳුවාය.
අපි  වැව අයිනේ කෑම කෑවෙමි.,අපි  වැව අයිනේ කෑම කෑවෙමු,කෑම කෑවෙමි අපි  වැව අයිනේ.
කුරුල්ලෝ අහසේ ඉහළට නැග්ගහ.,කුරුල්ලෝ අහසේ ඉහළට නැග්ගා,අහසේ ඉහළටකුරුල්ලෝ   නැග්ගහ.
ඔවුහු කූඩාරමක් පිහිටෙව්වහ.,ඔවුහු කූඩාරමක් පිහිටෙව්වා,පිහිටෙව්වහ ඔවුහු කූඩාරමක් .
මම ගිනි උදුන අසල විවේක ගතිමි.,මම ගිනි උදුන අසල විවේක ගතිමු,ගිනි උදුන අසල මම විවේක ගතිමි.
අද කෝපි එක සැරයි.,අද කෝපි එක සැර වෙමි,කෝපි එක අද සැරයි.
ඇය ලස්සන ලිපියක් ලියයි.,ඇය ලස්සන ලිපියක් ලියනවා, ලිපියක් ලියයි ඇය ලස්සන.
ඇය ලස්සන ලිපියක් ලිව්වාය.,ඇය ලස්සන ලිපියක් ලිව්වා,ලස්සන ලිපියක්  ඇය ලිව්වාය.
අපි කලින්ම උද්‍යානයට ආවෙමු.,අපි කලින්ම උද්‍යානයට ආවා, කලින්ම උද්‍යානයට අපි ආවෙමු.
සංගීතඥයා මිහිරි තනුවක් වාදනය කළේය.,සංගීතඥයා මිහිරි තනුවක් වාදනය කලා,මිහිරි තනුවක් සංගීතඥයා  වාදනය කළේය.
ළමයි අයිස්ක්‍රීම් කෑහ.,ළමයි අයිස්ක්‍රීම් කනවා, කෑහ ළමයි අයිස්ක්‍රීම්.
ළමයි අයිස්ක්‍රීම් කති.,ළමයි අයිස්ක්‍රීම් කන්නේය,අයිස්ක්‍රීම් ළමයි  කති.
මම අලුත් ෆෝන් එකක් ගත්තෙමි,මම අලුත් ෆෝන් එකක් ගත්තෙමි,අලුත් ෆෝන් මම එකක් ගත්තෙමි
ඇය පොත නැවත පුස්තකාලයට ගෙන ගියාය.,ඇය පොත නැවත පුස්තකාලයට ගෙන ගියා,පුස්තකාලයට ගෙන ගියාය ඇය පොත නැවත.
අපි සවස් වරුවේ සුළඟ භුක්ති වින්දෙමු.,අපි සවස් වරුවේ සුළඟ භුක්ති වින්දෙමි, සවස් වරුවේ සුළඟ භුක්ති අපි වින්දෙමු.
ගිනි උදුනෙහි ගින්න පුපුරා යයි.,ගිනි උදුනෙහි ගින්න පුපුරා ගියා,උදුනෙහි ගින්න ගිනි පුපුරා යයි.
මෝටර් රථය අනපේක්ෂිත ලෙස කැඩී යයි.,මෝටර් රථය අනපේක්ෂිත ලෙස කැඩී යනවා,ලෙස කැඩී යයි අනපේක්ෂිත  මෝටර් රථය.
ඔවුහු විනෝද උද්‍යානයට යයි.,ඔවුහු විනෝද උද්‍යානයට ගියා,විනෝද උද්‍යානයට යයි ඔවුහු.
මම විවේක ගැනීමට තැනක් සොයාගත්තෙමි.,මම විවේක ගැනීමට තැනක් සොයාගත්තෙමු,තැනක් සොයාගත්තෙමි මම විවේක ගැනීමට.
කුකීස් නැවුම් ලෙස පිළිස්සී ඇත.,කුකීස් නැවුම් ලෙස පිළිස්සී අත්තෙමු,පිළිස්සී ඇත. කුකීස් නැවුම් ලෙස.
වරදට සමාව අයැද සිටියි.,වරදට සමාව අයැද සිටියාය,සිටියි වරදට සමාව අයැද.
මම හිරු බැස යන ඡායාරූප ගත්තෙමි.,මම හිරු බැස යන ඡායාරූප ගත්තෙමු, ගත්තෙමි මම හිරු බැස යන ඡායාරූප.
